O*NET-SOC Code,automation_15,automation_9,delta,delta_pct,Title
39-1021.00,1.89,2.04,-0.15,-0.0735294117647,First-Line Supervisors of Personal Service Workers
33-1011.00,2.12,2.29,-0.17,-0.0742358078603,First-Line Supervisors of Correctional Officers
51-2031.00,1.87,2.02,-0.15,-0.0742574257426,Engine and Other Machine Assemblers
19-2021.00,2.86,3.09,-0.23,-0.0744336569579,Atmospheric and Space Scientists
43-4141.00,2.96,3.2,-0.24,-0.075,New Accounts Clerks
29-1041.00,2.7,2.92,-0.22,-0.0753424657534,Optometrists
33-3021.02,2.53,2.74,-0.21,-0.0766423357664,Police Identification and Records Officers
25-1121.00,1.2,1.3,-0.1,-0.0769230769231,"Art, Drama, and Music Teachers, Postsecondary"
35-3011.00,1.55,1.68,-0.13,-0.077380952381,Bartenders
25-4013.00,1.3,1.41,-0.11,-0.0780141843972,Museum Technicians and Conservators
13-1041.01,1.76,1.91,-0.15,-0.0785340314136,Environmental Compliance Inspectors
29-2061.00,1.85,2.01,-0.16,-0.0796019900498,Licensed Practical and Licensed Vocational Nurses
27-2022.00,1.73,1.88,-0.15,-0.0797872340426,Coaches and Scouts
51-7041.00,2.52,2.74,-0.22,-0.0802919708029,"Sawing Machine Setters, Operators, and Tenders, Wood"
17-3031.02,2.68,2.92,-0.24,-0.0821917808219,Mapping Technicians
51-9011.00,2.88,3.14,-0.26,-0.0828025477707,Chemical Equipment Operators and Tenders
21-1023.00,1.63,1.78,-0.15,-0.0842696629213,Mental Health and Substance Abuse Social Workers
51-3092.00,2.92,3.19,-0.27,-0.0846394984326,Food Batchmakers
25-1042.00,1.5,1.64,-0.14,-0.0853658536585,"Biological Science Teachers, Postsecondary"
11-9041.00,2.02,2.21,-0.19,-0.0859728506787,Architectural and Engineering Managers
49-2091.00,1.75,1.92,-0.17,-0.0885416666667,Avionics Technicians
29-1023.00,1.75,1.92,-0.17,-0.0885416666667,Orthodontists
41-1012.00,2.29,2.52,-0.23,-0.0912698412698,First-Line Supervisors of Non-Retail Sales Workers
27-2012.05,2.19,2.41,-0.22,-0.0912863070539,Technical Directors/Managers
29-1063.00,1.89,2.08,-0.19,-0.0913461538462,"Internists, General"
29-1131.00,1.49,1.64,-0.15,-0.0914634146341,Veterinarians
29-2012.00,3.12,3.45,-0.33,-0.095652173913,Medical and Clinical Laboratory Technicians
27-3042.00,2.07,2.29,-0.22,-0.0960698689956,Technical Writers
31-9094.00,2.82,3.13,-0.31,-0.0990415335463,Medical Transcriptionists
51-8012.00,2.66,2.96,-0.3,-0.101351351351,Power Distributors and Dispatchers
51-2092.00,2.16,2.41,-0.25,-0.103734439834,Team Assemblers
29-2031.00,2.07,2.31,-0.24,-0.103896103896,Cardiovascular Technologists and Technicians
27-1014.00,2.15,2.4,-0.25,-0.104166666667,Multimedia Artists and Animators
17-3012.01,2.77,3.1,-0.33,-0.106451612903,Electronic Drafters
43-6014.00,2.59,2.9,-0.31,-0.106896551724,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
47-2152.02,1.67,1.87,-0.2,-0.106951871658,Plumbers
19-1013.00,2.08,2.33,-0.25,-0.107296137339,Soil and Plant Scientists
41-3031.02,2.74,3.07,-0.33,-0.107491856678,"Sales Agents, Financial Services"
25-1063.00,1.66,1.86,-0.2,-0.10752688172,"Economics Teachers, Postsecondary"
53-7032.00,1.73,1.94,-0.21,-0.10824742268,Excavating and Loading Machine and Dragline Operators
19-4011.01,2.21,2.48,-0.27,-0.108870967742,Agricultural Technicians
41-4012.00,1.87,2.1,-0.23,-0.109523809524,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
47-2021.00,1.6,1.8,-0.2,-0.111111111111,Brickmasons and Blockmasons
15-2031.00,1.89,2.13,-0.24,-0.112676056338,Operations Research Analysts
41-2011.00,2.48,2.8,-0.32,-0.114285714286,Cashiers
49-3093.00,2.08,2.35,-0.27,-0.114893617021,Tire Repairers and Changers
53-6051.07,1.77,2.0,-0.23,-0.115,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
19-3091.01,1.46,1.65,-0.19,-0.115151515152,Anthropologists
25-2031.00,1.53,1.75,-0.22,-0.125714285714,"Secondary School Teachers, Except Special and Career/Technical Education"
29-2041.00,1.78,2.05,-0.27,-0.131707317073,Emergency Medical Technicians and Paramedics
21-1012.00,1.71,1.97,-0.26,-0.131979695431,"Educational, Guidance, School, and Vocational Counselors"
53-1031.00,2.16,2.49,-0.33,-0.132530120482,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators
23-1021.00,2.38,2.76,-0.38,-0.13768115942,"Administrative Law Judges, Adjudicators, and Hearing Officers"
49-9044.00,2.0,2.32,-0.32,-0.137931034483,Millwrights
51-2041.00,1.39,1.62,-0.23,-0.141975308642,Structural Metal Fabricators and Fitters
25-1192.00,1.57,1.83,-0.26,-0.142076502732,"Home Economics Teachers, Postsecondary"
11-3071.01,2.05,2.39,-0.34,-0.142259414226,Transportation Managers
25-2032.00,1.86,2.17,-0.31,-0.142857142857,"Career/Technical Education Teachers, Secondary School"
11-3031.01,3.0,3.5,-0.5,-0.142857142857,Treasurers and Controllers
47-4041.00,2.1,2.45,-0.35,-0.142857142857,Hazardous Materials Removal Workers
53-3032.00,1.89,2.21,-0.32,-0.14479638009,Heavy and Tractor-Trailer Truck Drivers
47-2221.00,1.41,1.65,-0.24,-0.145454545455,Structural Iron and Steel Workers
19-3022.00,2.11,2.48,-0.37,-0.149193548387,Survey Researchers
43-1011.00,2.33,2.74,-0.41,-0.149635036496,First-Line Supervisors of Office and Administrative Support Workers
29-2091.00,1.76,2.07,-0.31,-0.149758454106,Orthotists and Prosthetists
29-1071.00,1.7,2.0,-0.3,-0.15,Physician Assistants
19-3093.00,1.75,2.06,-0.31,-0.150485436893,Historians
25-1082.00,2.32,2.74,-0.42,-0.153284671533,"Library Science Teachers, Postsecondary"
29-1066.00,1.64,1.94,-0.3,-0.154639175258,Psychiatrists
27-1011.00,2.13,2.52,-0.39,-0.154761904762,Art Directors
25-2012.00,1.19,1.41,-0.22,-0.156028368794,"Kindergarten Teachers, Except Special Education"
11-9071.00,2.1,2.49,-0.39,-0.156626506024,Gaming Managers
25-1113.00,1.56,1.85,-0.29,-0.156756756757,"Social Work Teachers, Postsecondary"
51-7011.00,2.13,2.53,-0.4,-0.158102766798,Cabinetmakers and Bench Carpenters
43-4121.00,2.7,3.21,-0.51,-0.158878504673,"Library Assistants, Clerical"
25-1032.00,1.44,1.72,-0.28,-0.162790697674,"Engineering Teachers, Postsecondary"
51-9061.00,2.31,2.76,-0.45,-0.163043478261,"Inspectors, Testers, Sorters, Samplers, and Weighers"
33-9021.00,2.01,2.41,-0.4,-0.165975103734,Private Detectives and Investigators
25-1065.00,1.6,1.92,-0.32,-0.166666666667,"Political Science Teachers, Postsecondary"
13-1041.02,2.51,3.02,-0.51,-0.168874172185,Licensing Examiners and Inspectors
25-3021.00,1.57,1.89,-0.32,-0.169312169312,Self-Enrichment Education Teachers
43-4031.01,2.89,3.48,-0.59,-0.169540229885,Court Clerks
51-4041.00,2.25,2.72,-0.47,-0.172794117647,Machinists
25-1112.00,1.67,2.02,-0.35,-0.173267326733,"Law Teachers, Postsecondary"
13-2021.01,2.57,3.11,-0.54,-0.173633440514,Assessors
25-1081.00,1.62,1.97,-0.35,-0.177664974619,"Education Teachers, Postsecondary"
25-1031.00,1.34,1.63,-0.29,-0.177914110429,"Architecture Teachers, Postsecondary"
37-3012.00,1.7,2.07,-0.37,-0.178743961353,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
27-3031.00,1.88,2.29,-0.41,-0.17903930131,Public Relations Specialists
47-2053.00,1.5,1.83,-0.33,-0.180327868852,Terrazzo Workers and Finishers
19-3091.02,1.27,1.55,-0.28,-0.18064516129,Archeologists
23-2091.00,2.31,2.82,-0.51,-0.18085106383,Court Reporters
41-3031.01,2.53,3.09,-0.56,-0.181229773463,"Sales Agents, Securities and Commodities"
29-9011.00,1.79,2.19,-0.4,-0.182648401826,Occupational Health and Safety Specialists
25-2011.00,1.37,1.68,-0.31,-0.184523809524,"Preschool Teachers, Except Special Education"
31-9096.00,1.63,2.0,-0.37,-0.185,Veterinary Assistants and Laboratory Animal Caretakers
51-4081.00,2.57,3.16,-0.59,-0.186708860759,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
35-9011.00,1.96,2.41,-0.45,-0.186721991701,Dining Room and Cafeteria Attendants and Bartender Helpers
17-2151.00,2.22,2.73,-0.51,-0.186813186813,"Mining and Geological Engineers, Including Mining Safety Engineers"
43-5011.00,2.27,2.81,-0.54,-0.192170818505,Cargo and Freight Agents
25-2023.00,1.55,1.92,-0.37,-0.192708333333,"Career/Technical Education Teachers, Middle School"
25-9031.00,1.67,2.07,-0.4,-0.193236714976,Instructional Coordinators
33-2011.02,1.53,1.9,-0.37,-0.194736842105,Forest Firefighters
53-4011.00,1.75,2.19,-0.44,-0.200913242009,Locomotive Engineers
43-3021.02,2.12,2.66,-0.54,-0.203007518797,"Billing, Cost, and Rate Clerks"
27-4021.00,1.96,2.47,-0.51,-0.206477732794,Photographers
29-2081.00,2.19,2.77,-0.58,-0.209386281588,"Opticians, Dispensing"
27-4032.00,1.62,2.05,-0.43,-0.209756097561,Film and Video Editors
19-3051.00,2.17,2.75,-0.58,-0.210909090909,Urban and Regional Planners
17-3026.00,2.19,2.79,-0.6,-0.215053763441,Industrial Engineering Technicians
25-1053.00,1.41,1.8,-0.39,-0.216666666667,"Environmental Science Teachers, Postsecondary"
51-7042.00,2.13,2.72,-0.59,-0.216911764706,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
13-1041.03,2.34,2.99,-0.65,-0.217391304348,Equal Opportunity Representatives and Officers
45-1011.05,2.54,3.25,-0.71,-0.218461538462,First-Line Supervisors of Logging Workers
17-2021.00,2.21,2.83,-0.62,-0.219081272085,Agricultural Engineers
25-1064.00,1.41,1.81,-0.4,-0.220994475138,"Geography Teachers, Postsecondary"
39-6012.00,1.9,2.44,-0.54,-0.22131147541,Concierges
51-4111.00,2.25,2.9,-0.65,-0.224137931034,Tool and Die Makers
19-3011.00,1.83,2.36,-0.53,-0.224576271186,Economists
25-1123.00,1.37,1.77,-0.4,-0.225988700565,"English Language and Literature Teachers, Postsecondary"
31-9093.00,2.05,2.65,-0.6,-0.22641509434,Medical Equipment Preparers
35-2011.00,2.11,2.73,-0.62,-0.227106227106,"Cooks, Fast Food"
49-9061.00,1.21,1.57,-0.36,-0.229299363057,Camera and Photographic Equipment Repairers
33-9031.00,2.31,3.0,-0.69,-0.23,Gaming Surveillance Officers and Gaming Investigators
49-9051.00,1.64,2.13,-0.49,-0.230046948357,Electrical Power-Line Installers and Repairers
17-3023.03,2.0,2.6,-0.6,-0.230769230769,Electrical Engineering Technicians
29-1067.00,1.43,1.86,-0.43,-0.231182795699,Surgeons
39-4011.00,1.59,2.07,-0.48,-0.231884057971,Embalmers
11-9061.00,1.55,2.02,-0.47,-0.232673267327,Funeral Service Managers
27-3091.00,1.54,2.01,-0.47,-0.233830845771,Interpreters and Translators
53-3022.00,1.34,1.75,-0.41,-0.234285714286,"Bus Drivers, School or Special Client"
35-2021.00,1.37,1.79,-0.42,-0.234636871508,Food Preparation Workers
31-1011.00,1.79,2.34,-0.55,-0.235042735043,Home Health Aides
13-1022.00,1.81,2.37,-0.56,-0.236286919831,"Wholesale and Retail Buyers, Except Farm Products"
19-1031.01,2.1,2.76,-0.66,-0.239130434783,Soil and Water Conservationists
51-4121.06,1.43,1.88,-0.45,-0.239361702128,"Welders, Cutters, and Welder Fitters"
17-3011.01,2.0,2.63,-0.63,-0.239543726236,Architectural Drafters
19-4051.01,2.23,2.94,-0.71,-0.241496598639,Nuclear Equipment Operation Technicians
29-1065.00,1.35,1.78,-0.43,-0.241573033708,"Pediatricians, General"
35-9021.00,2.17,2.87,-0.7,-0.243902439024,Dishwashers
41-2022.00,2.07,2.74,-0.67,-0.244525547445,Parts Salespersons
27-3022.00,1.91,2.53,-0.62,-0.245059288538,Reporters and Correspondents
47-3015.00,1.38,1.85,-0.47,-0.254054054054,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
37-2012.00,1.48,1.99,-0.51,-0.256281407035,Maids and Housekeeping Cleaners
51-9122.00,1.36,1.83,-0.47,-0.256830601093,"Painters, Transportation Equipment"
49-9021.01,1.52,2.06,-0.54,-0.26213592233,Heating and Air Conditioning Mechanics and Installers
49-9098.00,1.69,2.33,-0.64,-0.274678111588,"Helpers--Installation, Maintenance, and Repair Workers"
25-9041.00,1.26,1.74,-0.48,-0.275862068966,Teacher Assistants
47-2121.00,1.38,1.92,-0.54,-0.28125,Glaziers
17-3024.00,2.19,3.07,-0.88,-0.28664495114,Electro-Mechanical Technicians
21-1091.00,1.71,2.4,-0.69,-0.2875,Health Educators
11-3031.02,2.57,3.61,-1.04,-0.288088642659,"Financial Managers, Branch or Department"
49-9052.00,1.8,2.58,-0.78,-0.302325581395,Telecommunications Line Installers and Repairers
33-3051.03,1.85,2.72,-0.87,-0.319852941176,Sheriffs and Deputy Sheriffs
27-1026.00,1.46,2.16,-0.7,-0.324074074074,Merchandise Displayers and Window Trimmers
17-2071.00,1.6,2.37,-0.77,-0.324894514768,Electrical Engineers
53-5021.03,1.5,2.24,-0.74,-0.330357142857,"Pilots, Ship"
19-1023.00,1.3,2.0,-0.7,-0.35,Zoologists and Wildlife Biologists
53-5021.02,1.59,2.46,-0.87,-0.353658536585,"Mates- Ship, Boat, and Barge"
49-2098.00,1.43,2.23,-0.8,-0.358744394619,Security and Fire Alarm Systems Installers
35-3031.00,1.48,2.34,-0.86,-0.367521367521,Waiters and Waitresses
49-3022.00,1.07,1.7,-0.63,-0.370588235294,Automotive Glass Installers and Repairers
17-2011.00,1.55,2.5,-0.95,-0.38,Aerospace Engineers
35-1011.00,1.74,2.86,-1.12,-0.391608391608,Chefs and Head Cooks
39-3093.00,1.65,2.73,-1.08,-0.395604395604,"Locker Room, Coatroom, and Dressing Room Attendants"
51-2022.00,1.75,2.97,-1.22,-0.410774410774,Electrical and Electronic Equipment Assemblers
25-1072.00,1.35,2.32,-0.97,-0.418103448276,"Nursing Instructors and Teachers, Postsecondary"
45-4011.00,1.5,2.59,-1.09,-0.420849420849,Forest and Conservation Workers
19-4092.00,1.61,2.89,-1.28,-0.442906574394,Forensic Science Technicians
53-6051.01,1.97,3.55,-1.58,-0.445070422535,Aviation Inspectors
39-5092.00,1.07,2.18,-1.11,-0.509174311927,Manicurists and Pedicurists
11-1011.03,1.72,,,,Chief Sustainability Officers
11-3051.01,2.23,,,,Quality Control Systems Managers
11-3051.02,2.49,,,,Geothermal Production Managers
11-3051.04,3.32,,,,Biomass Power Plant Managers
11-3071.03,2.7,,,,Logistics Managers
11-3111.00,2.43,,,,Compensation and Benefits Managers
11-3121.00,2.18,,,,Human Resources Managers
11-3131.00,2.29,,,,Training and Development Managers
11-9013.01,1.94,,,,Nursery and Greenhouse Managers
11-9013.02,2.83,,,,Farm and Ranch Managers
11-9013.03,2.16,,,,Aquacultural Managers
11-9039.01,2.41,,,,Distance Learning Coordinators
11-9039.02,1.92,,,,Fitness and Wellness Coordinators
11-9041.01,2.08,,,,Biofuels/Biodiesel Technology and Product Development Managers
11-9121.01,1.48,,,,Clinical Research Coordinators
11-9121.02,2.24,,,,Water Resource Specialists
11-9161.00,2.3,,,,Emergency Management Directors
11-9199.02,1.86,,,,Compliance Managers
11-9199.03,2.46,,,,Investment Fund Managers
11-9199.04,2.7,,,,Supply Chain Managers
11-9199.07,2.55,,,,Security Managers
11-9199.08,2.32,,,,Loss Prevention Managers
11-9199.11,2.04,,,,Brownfield Redevelopment Specialists and Site Managers
13-1071.00,3.0,,,,Human Resources Specialists
13-1074.00,2.2,,,,Farm Labor Contractors
13-1075.00,1.9,,,,Labor Relations Specialists
13-1081.01,2.55,,,,Logistics Engineers
13-1081.02,2.92,,,,Logistics Analysts
13-1131.00,1.91,,,,Fundraisers
13-1141.00,2.85,,,,"Compensation, Benefits, and Job Analysis Specialists"
13-1151.00,2.06,,,,Training and Development Specialists
13-1161.00,2.42,,,,Market Research Analysts and Marketing Specialists
13-1199.02,2.27,,,,Security Management Specialists
13-1199.03,3.71,,,,Customs Brokers
13-1199.04,2.5,,,,Business Continuity Planners
13-1199.05,1.46,,,,Sustainability Specialists
13-1199.06,2.66,,,,Online Merchants
13-2071.01,2.31,,,,Loan Counselors
13-2099.02,2.93,,,,Risk Management Specialists
13-2099.04,2.22,,,,"Fraud Examiners, Investigators and Analysts"
15-1111.00,1.76,,,,
15-1121.00,2.29,,,,
15-1121.01,2.8,,,,
15-1122.00,2.42,,,,
15-1131.00,2.69,,,,
15-1132.00,2.18,,,,
15-1133.00,2.2,,,,
15-1134.00,2.41,,,,
15-1141.00,2.83,,,,
15-1142.00,2.38,,,,
15-1143.00,2.17,,,,
15-1143.01,2.57,,,,
15-1151.00,2.78,,,,
15-1152.00,2.28,,,,
15-1199.01,2.78,,,,
15-1199.02,2.52,,,,
15-1199.03,2.7,,,,
15-1199.04,2.61,,,,
15-1199.05,2.8,,,,
15-1199.06,2.61,,,,
15-1199.08,2.33,,,,
15-1199.09,2.26,,,,
15-1199.10,2.5,,,,
15-1199.11,1.48,,,,
15-1199.12,2.96,,,,
15-2041.01,2.08,,,,Biostatisticians
15-2041.02,2.55,,,,Clinical Data Managers
17-1022.01,2.88,,,,Geodetic Surveyors
17-2051.01,2.46,,,,Transportation Engineers
17-2072.01,1.97,,,,Radio Frequency Identification Device Specialists
17-2081.01,2.25,,,,Water/Wastewater Engineers
17-2112.01,1.79,,,,Human Factors Engineers and Ergonomists
17-2141.01,2.12,,,,Fuel Cell Engineers
17-2141.02,2.17,,,,Automotive Engineers
17-2199.01,2.67,,,,Biochemical Engineers
17-2199.05,1.85,,,,Mechatronics Engineers
17-2199.08,3.75,,,,Robotics Engineers
17-2199.09,2.39,,,,Nanosystems Engineers
17-2199.10,1.8,,,,Wind Energy Engineers
17-2199.11,1.73,,,,Solar Energy Systems Engineers
17-3024.01,3.21,,,,Robotics Technicians
17-3029.01,2.46,,,,Non-Destructive Testing Specialists
17-3029.02,1.95,,,,Electrical Engineering Technologists
17-3029.03,2.75,,,,Electromechanical Engineering Technologists
17-3029.04,2.93,,,,Electronics Engineering Technologists
17-3029.05,2.4,,,,Industrial Engineering Technologists
17-3029.07,2.02,,,,Mechanical Engineering Technologists
17-3029.08,2.56,,,,Photonics Technicians
19-1029.01,1.7,,,,Bioinformatics Scientists
19-1029.02,2.52,,,,Molecular and Cellular Biologists
19-1029.03,2.19,,,,Geneticists
19-2041.01,1.64,,,,Climate Change Analysts
19-2041.02,1.52,,,,Environmental Restoration Planners
19-2041.03,1.83,,,,Industrial Ecologists
19-3011.01,1.68,,,,Environmental Economists
19-3039.01,1.79,,,,Neuropsychologists and Clinical Neuropsychologists
19-3099.01,2.19,,,,Transportation Planners
19-4099.01,2.23,,,,Quality Control Analysts
19-4099.03,2.19,,,,Remote Sensing Technicians
21-1094.00,2.21,,,,Community Health Workers
23-1012.00,1.75,,,,Judicial Law Clerks
25-2052.00,1.26,,,,"Special Education Teachers, Kindergarten and Elementary School"
25-2053.00,1.67,,,,"Special Education Teachers, Middle School"
25-2054.00,1.71,,,,"Special Education Teachers, Secondary School"
25-2059.01,1.32,,,,Adapted Physical Education Specialists
25-3099.02,1.5,,,,Tutors
25-9031.01,2.17,,,,Instructional Designers and Technologists
29-1069.01,2.14,,,,Allergists and Immunologists
29-1069.02,2.2,,,,Dermatologists
29-1069.03,1.88,,,,Hospitalists
29-1069.04,1.7,,,,Neurologists
29-1069.05,2.45,,,,Nuclear Medicine Physicians
29-1069.06,1.73,,,,Ophthalmologists
29-1069.07,1.41,,,,Pathologists
29-1069.08,1.69,,,,Physical Medicine and Rehabilitation Physicians
29-1069.09,1.93,,,,Preventive Medicine Physicians
29-1069.10,2.42,,,,Radiologists
29-1069.11,1.45,,,,Sports Medicine Physicians
29-1069.12,2.23,,,,Urologists
29-1071.01,1.52,,,,Anesthesiologist Assistants
29-1122.01,1.44,,,,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
29-1125.01,1.05,,,,Art Therapists
29-1125.02,1.36,,,,Music Therapists
29-1128.00,1.96,,,,Exercise Physiologists
29-1141.00,2.05,,,,Registered Nurses
29-1141.01,2.46,,,,Acute Care Nurses
29-1141.02,1.52,,,,Advanced Practice Psychiatric Nurses
29-1141.03,2.25,,,,Critical Care Nurses
29-1141.04,2.12,,,,Clinical Nurse Specialists
29-1151.00,2.1,,,,Nurse Anesthetists
29-1161.00,1.46,,,,Nurse Midwives
29-1171.00,1.68,,,,Nurse Practitioners
29-1181.00,2.07,,,,Audiologists
29-1199.01,1.44,,,,Acupuncturists
29-2011.01,2.73,,,,Cytogenetic Technologists
29-2011.02,2.69,,,,Cytotechnologists
29-2011.03,3.2,,,,Histotechnologists and Histologic Technicians
29-2034.00,2.5,,,,Radiologic Technologists
29-2035.00,2.7,,,,Magnetic Resonance Imaging Technologists
29-2057.00,2.57,,,,Ophthalmic Medical Technicians
29-2092.00,1.71,,,,Hearing Aid Specialists
29-2099.01,2.15,,,,Neurodiagnostic Technologists
29-2099.05,2.57,,,,Ophthalmic Medical Technologists
29-2099.06,2.8,,,,Radiologic Technicians
29-2099.07,2.0,,,,Surgical Assistants
29-9092.00,1.57,,,,Genetic Counselors
29-9099.01,1.07,,,,Midwives
31-1014.00,2.44,,,,Nursing Assistants
31-9097.00,2.4,,,,Phlebotomists
31-9099.01,1.44,,,,Speech-Language Pathology Assistants
31-9099.02,2.42,,,,Endoscopy Technicians
33-3021.06,2.97,,,,Intelligence Analysts
33-9093.00,2.63,,,,Transportation Security Screeners
33-9099.02,2.2,,,,Retail Loss Prevention Specialists
35-3022.01,2.65,,,,Baristas
39-1021.01,2.06,,,,Spa Managers
39-4031.00,2.02,,,,"Morticians, Undertakers, and Funeral Directors"
39-7011.00,1.53,,,,Tour Guides and Escorts
39-7012.00,2.58,,,,Travel Guides
41-3031.03,2.85,,,,Securities and Commodities Traders
41-3099.01,2.37,,,,Energy Brokers
41-4011.07,2.22,,,,Solar Sales Representatives and Assessors
43-4051.03,1.76,,,,Patient Representatives
43-5011.01,2.87,,,,Freight Forwarders
43-9111.01,2.94,,,,Bioinformatics Technicians
47-1011.03,1.68,,,,Solar Energy Installation Managers
47-2231.00,1.47,,,,Solar Photovoltaic Installers
47-4099.02,1.67,,,,Solar Thermal Installers and Technicians
47-4099.03,2.1,,,,Weatherization Installers and Technicians
49-2021.01,1.75,,,,Radio Mechanics
49-9071.00,1.98,,,,"Maintenance and Repair Workers, General"
49-9081.00,1.96,,,,Wind Turbine Service Technicians
49-9099.01,2.75,,,,Geothermal Technicians
51-5111.00,2.84,,,,
51-5112.00,2.84,,,,
51-5113.00,2.7,,,,
51-8099.03,2.92,,,,Biomass Plant Technicians
51-9151.00,2.63,,,,Photographic Process Workers and Processing Machine Operators
51-9199.01,2.07,,,,Recycling and Reclamation Workers
53-1021.01,2.23,,,,Recycling Coordinators
53-2031.00,1.89,,,,Flight Attendants
53-6061.00,2.06,,,,"Transportation Attendants, Except Flight Attendants"
